geo,geo_two,county
0500000US48405,48405,San Augustine
0500000US48405,48405,SAN AUGUSTINE
0500000US48405,48405,San Augustine County
0500000US48405,48405,"San Augustine County, Texas"
0500000US48407,48407,San Jacinto
0500000US48407,48407,SAN JACINTO
0500000US48407,48407,San Jacinto County
0500000US48407,48407,"San Jacinto County, Texas"
0500000US48409,48409,San Patricio
0500000US48409,48409,SAN PATRICIO
0500000US48409,48409,San Patricio County
0500000US48409,48409,"San Patricio County, Texas"
0500000US48411,48411,San Saba
0500000US48411,48411,SAN SABA
0500000US48411,48411,San Saba County
0500000US48411,48411,"San Saba County, Texas"
0500000US48405,48405,SANAUGUSTINE
0500000US48407,48407,SANJACINTO
0500000US48409,48409,SANPATRICIO
0500000US48411,48411,SANSABA
0500000US48413,48413,Schleicher
0500000US48413,48413,SCHLEICHER
0500000US48413,48413,Schleicher County
0500000US48413,48413,"Schleicher County, Texas"
0500000US48415,48415,Scurry
0500000US48415,48415,SCURRY
0500000US48415,48415,Scurry County
0500000US48415,48415,"Scurry County, Texas"
0500000US48417,48417,Shackelford
0500000US48417,48417,SHACKELFORD
0500000US48417,48417,Shackelford County
0500000US48417,48417,"Shackelford County, Texas"
0500000US48419,48419,Shelby
0500000US48419,48419,SHELBY
0500000US48419,48419,Shelby County
0500000US48419,48419,"Shelby County, Texas"
0500000US48421,48421,Sherman
0500000US48421,48421,SHERMAN
0500000US48421,48421,Sherman County
0500000US48421,48421,"Sherman County, Texas"
0500000US48423,48423,Smith
0500000US48423,48423,SMITH
0500000US48423,48423,Smith County
0500000US48423,48423,"Smith County, Texas"
0500000US48425,48425,Somervell
0500000US48425,48425,SOMERVELL
0500000US48425,48425,Somervell County
0500000US48425,48425,"Somervell County, Texas"
0500000US48427,48427,Starr
0500000US48427,48427,STARR
0500000US48427,48427,Starr County
0500000US48427,48427,"Starr County, Texas"
0500000US48429,48429,Stephens
0500000US48429,48429,STEPHENS
0500000US48429,48429,Stephens County
0500000US48429,48429,"Stephens County, Texas"
0500000US48431,48431,Sterling
0500000US48431,48431,STERLING
0500000US48431,48431,Sterling County
0500000US48431,48431,"Sterling County, Texas"
0500000US48433,48433,Stonewall
0500000US48433,48433,STONEWALL
0500000US48433,48433,Stonewall County
0500000US48433,48433,"Stonewall County, Texas"
0500000US48435,48435,Sutton
0500000US48435,48435,SUTTON
0500000US48435,48435,Sutton County
0500000US48435,48435,"Sutton County, Texas"
0500000US48437,48437,Swisher
0500000US48437,48437,SWISHER
0500000US48437,48437,Swisher County
0500000US48437,48437,"Swisher County, Texas"
0500000US48439,48439,Tarrant
0500000US48439,48439,TARRANT
0500000US48439,48439,Tarrant County
0500000US48439,48439,"Tarrant County, Texas"
0500000US48441,48441,Taylor
0500000US48441,48441,TAYLOR
0500000US48441,48441,Taylor County
0500000US48441,48441,"Taylor County, Texas"
0500000US48443,48443,Terrell
0500000US48443,48443,TERRELL
0500000US48443,48443,Terrell County
0500000US48443,48443,"Terrell County, Texas"
0500000US48445,48445,Terry
0500000US48445,48445,TERRY
0500000US48445,48445,Terry County
0500000US48445,48445,"Terry County, Texas"
0500000US48447,48447,Throckmorton
0500000US48447,48447,THROCKMORTON
0500000US48447,48447,Throckmorton County
0500000US48447,48447,"Throckmorton County, Texas"
0500000US48449,48449,Titus
0500000US48449,48449,TITUS
0500000US48449,48449,Titus County
0500000US48449,48449,"Titus County, Texas"
0500000US48451,48451,Tom Green
0500000US48451,48451,TOM GREEN
0500000US48451,48451,Tom Green County
0500000US48451,48451,"Tom Green County, Texas"
0500000US48451,48451,TOMGREEN
0500000US48453,48453,Travis
0500000US48453,48453,TRAVIS
0500000US48453,48453,Travis County
0500000US48453,48453,"Travis County, Texas"
0500000US48455,48455,Trinity
0500000US48455,48455,TRINITY
0500000US48455,48455,Trinity County
0500000US48455,48455,"Trinity County, Texas"
0500000US48457,48457,Tyler
0500000US48457,48457,TYLER
0500000US48457,48457,Tyler County
0500000US48457,48457,"Tyler County, Texas"
0500000US48459,48459,Upshur
0500000US48459,48459,UPSHUR
0500000US48459,48459,Upshur County
0500000US48459,48459,"Upshur County, Texas"
0500000US48461,48461,Upton
0500000US48461,48461,UPTON
0500000US48461,48461,Upton County
0500000US48461,48461,"Upton County, Texas"
0500000US48463,48463,Uvalde
0500000US48463,48463,UVALDE
0500000US48463,48463,Uvalde County
0500000US48463,48463,"Uvalde County, Texas"
0500000US48465,48465,Val Verde
0500000US48465,48465,VAL VERDE
0500000US48465,48465,Val Verde County
0500000US48465,48465,"Val Verde County, Texas"
0500000US48465,48465,VALVERDE
0500000US48467,48467,Van Zandt
0500000US48467,48467,VAN ZANDT
0500000US48467,48467,Van Zandt County
0500000US48467,48467,"Van Zandt County, Texas"
0500000US48467,48467,VANZANDT
0500000US48469,48469,Victoria
0500000US48469,48469,VICTORIA
0500000US48469,48469,Victoria County
0500000US48469,48469,"Victoria County, Texas"
0500000US48471,48471,Walker
0500000US48471,48471,WALKER
0500000US48471,48471,Walker County
0500000US48471,48471,"Walker County, Texas"
0500000US48473,48473,Waller
0500000US48473,48473,WALLER
0500000US48473,48473,Waller County
0500000US48473,48473,"Waller County, Texas"
0500000US48475,48475,Ward
0500000US48475,48475,WARD
0500000US48475,48475,Ward County
0500000US48475,48475,"Ward County, Texas"
0500000US48477,48477,Washington
0500000US48477,48477,WASHINGTON
0500000US48477,48477,Washington County
0500000US48477,48477,"Washington County, Texas"
0500000US48479,48479,Webb
0500000US48479,48479,WEBB
0500000US48479,48479,Webb County
0500000US48479,48479,"Webb County, Texas"
0500000US48481,48481,Wharton
0500000US48481,48481,WHARTON
0500000US48481,48481,Wharton County
0500000US48481,48481,"Wharton County, Texas"
0500000US48483,48483,Wheeler
0500000US48483,48483,WHEELER
0500000US48483,48483,Wheeler County
0500000US48483,48483,"Wheeler County, Texas"
0500000US48485,48485,Wichita
0500000US48485,48485,WICHITA
0500000US48485,48485,Wichita County
0500000US48485,48485,"Wichita County, Texas"
0500000US48487,48487,Wilbarger
0500000US48487,48487,WILBARGER
0500000US48487,48487,Wilbarger County
0500000US48487,48487,"Wilbarger County, Texas"
0500000US48489,48489,Willacy
0500000US48489,48489,WILLACY
0500000US48489,48489,Willacy County
0500000US48489,48489,"Willacy County, Texas"
0500000US48491,48491,Williamson
0500000US48491,48491,WILLIAMSON
0500000US48491,48491,Williamson County
0500000US48491,48491,"Williamson County, Texas"
0500000US48493,48493,Wilson
0500000US48493,48493,WILSON
0500000US48493,48493,Wilson County
0500000US48493,48493,"Wilson County, Texas"
0500000US48495,48495,Winkler
0500000US48495,48495,WINKLER
0500000US48495,48495,Winkler County
0500000US48495,48495,"Winkler County, Texas"
0500000US48497,48497,Wise
0500000US48497,48497,WISE
0500000US48497,48497,Wise County
0500000US48497,48497,"Wise County, Texas"
0500000US48499,48499,Wood
0500000US48499,48499,WOOD
0500000US48499,48499,Wood County
0500000US48499,48499,"Wood County, Texas"
0500000US48501,48501,Yoakum
0500000US48501,48501,YOAKUM
0500000US48501,48501,Yoakum County
0500000US48501,48501,"Yoakum County, Texas"
0500000US48503,48503,Young
0500000US48503,48503,YOUNG
0500000US48503,48503,Young County
0500000US48503,48503,"Young County, Texas"
0500000US48505,48505,Zapata
0500000US48505,48505,ZAPATA
0500000US48505,48505,Zapata County
0500000US48505,48505,"Zapata County, Texas"
0500000US48507,48507,Zavala
0500000US48507,48507,ZAVALA
0500000US48507,48507,Zavala County
0500000US48507,48507,"Zavala County, Texas"
